pair_ID,sentence_A,sentence_B,relatedness_score,entailment_judgment
4354,A jet is not flying,A jet is flying,2.4,CONTRADICTION
4361,A man is cutting a paper,There is no man cutting a paper,4.3,CONTRADICTION
4364,A person is not tearing paper,A person is tearing paper,3.0,CONTRADICTION
4390,A guy is not riding a horse,A guy is riding a horse,4.1,CONTRADICTION
4401,The man is not cutting a paper plate,The man is cutting a paper plate,3.3,CONTRADICTION
4410,There are no people flipping the tires of a tractor,Two people in a race are flipping the tires of a tractor,3.9,CONTRADICTION
4417,There is no man patting an alligator on the mouth,A man is patting an alligator on the mouth,3.6,CONTRADICTION
4426,The men are not talking,The men are talking,3.9,CONTRADICTION
4446,A man is talking on the phone,A man is not talking on the phone,3.4,CONTRADICTION
4498,The doctors are reviving a man,The doctors are not reviving a man,3.3,CONTRADICTION
4509,There is no man massaging a woman,A man is massaging a woman,3.3,CONTRADICTION
4511,There is no man screwing a piece of wood to a wall,A man is screwing a piece of wood to a wall,3.5,CONTRADICTION
4529,A man is riding a horse,There is no man riding a horse,4.4,CONTRADICTION
4556,A man is shaking a container over a sink in the kitchen,There is no man shaking a container over a sink in the kitchen,3.4,CONTRADICTION
4565,Two men are not fighting,Two men are fighting,4.0,CONTRADICTION
4569,There are no men fighting,Two men are fighting,3.4,CONTRADICTION
4574,Two women are dancing,Two women are not dancing,3.3,CONTRADICTION
4581,A woman is riding a horse,A woman is not riding a horse,3.2,CONTRADICTION
4585,A woman is riding a horse,There is no woman riding a horse,3.4,CONTRADICTION
4590,There is no hamster singing,A hamster is singing,3.3,CONTRADICTION
4601,There is no man singing and playing a guitar,A man is singing and playing a guitar,3.5,CONTRADICTION
4605,There is no man playing a guitar,A man is singing and playing a guitar,2.3,CONTRADICTION
4612,There is no man driving a car,A man is driving a car,3.8,CONTRADICTION
4617,There is no boy cutting grass with scissors,A boy is cutting grass with scissors,3.5,CONTRADICTION
4619,The boy is cutting the grass by the curb with scissors,The boy is not cutting the grass by the curb with scissors,3.8,CONTRADICTION
4626,A man is playing a violin,There is no man playing a violin,3.8,CONTRADICTION
4635,There is no man playing a harp,A man is playing a harp,3.7,CONTRADICTION
4637,There is no man playing a keyboard,A man is playing a keyboard,4.4,CONTRADICTION
4644,There is no man cutting a rope with a sword,A man is cutting a rope with a sword,2.5,CONTRADICTION
4653,There is no man peeling an onion,A man is peeling an onion,3.4,CONTRADICTION
4662,There is no woman cutting a potato,A woman is cutting a potato,3.6,CONTRADICTION
4664,There is no woman slicing an onion,A woman is slicing an onion,4.3,CONTRADICTION
4671,A man is drilling a hole in a piece of wood,A man is closing a hole in a piece of wood,3.7,CONTRADICTION
4674,Nobody is drilling a hole in a strip of wood with a power drill,Someone is drilling a hole in a strip of wood with a power drill,3.8,CONTRADICTION
4700,A group of boys is not playing soccer on the beach,A group of boys is playing soccer on the beach,3.5,CONTRADICTION
4711,There is no butter being added to the stand mixer,Pieces of butter are being added to the stand mixer,4.0,CONTRADICTION
4718,There is no monkey kicking a person,A monkey is kicking a person,4.3,CONTRADICTION
4729,There is no man fixing a silencer to a gun,A man is fixing a silencer to a gun,4.0,CONTRADICTION
4731,A man is fitting a silencer to a pistol,There is no man fitting a silencer to a pistol,3.4,CONTRADICTION
4735,A man is fitting a silencer to a pistol,There is no man fixing a silencer to a gun,3.3,CONTRADICTION
4740,A person is performing tricks on a motorcycle,A person is not performing tricks on a motorcycle,4.1,CONTRADICTION
4782,A little boy is playing a guitar,There is no boy playing guitar,3.5,CONTRADICTION
4794,A boy is playing a guitar,A boy is not playing a guitar,3.6,CONTRADICTION
4796,There is no kid playing guitar,A kid is playing guitar,3.1,CONTRADICTION
4798,There is no kid playing guitar,A boy is playing a guitar,4.0,CONTRADICTION
4806,There is no monkey pulling a dog's tail,A monkey is pulling a dog's tail,3.4,CONTRADICTION
4812,There is no monkey teasing a dog at the zoo,A monkey is pulling a dog's tail,3.4,CONTRADICTION
4825,A man is not cutting a potato,A man is cutting a potato,3.6,CONTRADICTION
4845,There is no man playing a guitar,A man is playing a guitar,3.9,CONTRADICTION
4863,A woman is exercising,There is no woman exercising,3.5,CONTRADICTION
4872,A woman is not slicing carrots,A woman is slicing carrots,4.4,CONTRADICTION
4879,There is no man mixing vegetables in a pot,A man is mixing vegetables in a pot,3.8,CONTRADICTION
4881,A person is not stirring vegetables in a pot,A person is stirring vegetables in a pot,3.8,CONTRADICTION
4888,A man is doing pull-ups,There is no man doing pull-ups,4.2,CONTRADICTION
4921,There is no man playing a guitar,A man is singing and playing a guitar,4.1,CONTRADICTION
4926,Someone is putting ingredients into a wok,Someone is not putting ingredients into a wok,3.4,CONTRADICTION
4946,A baby elephant is not eating a small tree,A baby elephant is eating a small tree,3.6,CONTRADICTION
4948,There is no little girl peddling a scooter,A little girl is peddling a scooter,4.0,CONTRADICTION
4957,A man in a car is pulling up beside a woman that is who along a road,A man in a car is not pulling up beside a woman who is walking along a road,3.2,CONTRADICTION
4964,A woman is not chopping garlic,A woman is chopping garlic,3.1,CONTRADICTION
4975,Nobody is holding a hedgehog,Someone is holding a hedgehog,4.2,CONTRADICTION
4982,There is no woman frying something,A woman is frying something,3.6,CONTRADICTION
4991,A man is reading an email,There is no man reading an email,3.7,CONTRADICTION
5011,A woman is slicing an onion,There is no woman slicing an onion,3.2,CONTRADICTION
5031,The man is talking on the telephone,The man isn't talking on the telephone,3.3,CONTRADICTION
5037,The man is not talking on the phone,The man is talking on the telephone,3.7,CONTRADICTION
5040,There is no man cutting onions,A man is cutting onions,3.0,CONTRADICTION
5049,A man is not cutting an onion,A man is cutting an onion,4.2,CONTRADICTION
5058,There is no man cutting a potato,A man is cutting a potato,3.7,CONTRADICTION
5060,A man is slicing a potato,There is no man slicing a potato,3.5,CONTRADICTION
5064,A man is slicing a potato,There is no man cutting a potato,3.4,CONTRADICTION
5078,A woman is playing the violin,There is no woman playing the violin,3.6,CONTRADICTION
5085,A man is fishing in the river,There is no man fishing in the river,3.5,CONTRADICTION
5105,A chef is preparing a meal,There is no chef preparing a meal,3.2,CONTRADICTION
5107,There is no chef preparing a meal,A chef is preparing some food,3.985,CONTRADICTION
5114,Two sumo ringers are not fighting,Two sumo ringers are fighting,4.1,CONTRADICTION
5121,There is no person playing a piano,A person is playing a piano,3.7,CONTRADICTION
5123,A person is slicing a potato,There is no person slicing a potato,2.9,CONTRADICTION
5132,There is no man putting some cheese on a pizza,A man is putting some cheese on a pizza,4.0,CONTRADICTION
5134,There is no man putting some cheese on a pizza,A man is sprinkling shredded cheese on a pizza,3.4,CONTRADICTION
5136,There is no man sprinkling shredded cheese on a pizza,A man is putting some cheese on a pizza,3.1,CONTRADICTION
5139,There is no man doing a card trick,A man is doing a card trick,4.0,CONTRADICTION
5141,A man is playing with water,A man is not playing with water,3.6,CONTRADICTION
5166,There is no man pouring cleaner into the sink,A man is pouring cleaner into the sink,4.1,CONTRADICTION
5175,There is no woman deep frying food,A woman is deep frying food,3.1,CONTRADICTION
5177,A woman is not frying some food,A woman is frying some food,3.6,CONTRADICTION
5186,A woman is pouring eggs into a frying pan,A woman is removing eggs from a frying pan,2.6,CONTRADICTION
5195,The child is silent,A boy is saying a word,3.0,CONTRADICTION
5204,The woman is not putting pasta into a dish,The woman is putting pasta into a dish,3.3,CONTRADICTION
5220,A dog is looking around,There is no dog looking around,2.9,CONTRADICTION
5226,A dog is looking at a store counter,There is no dog looking around,3.7,CONTRADICTION
5231,A tiger is walking around,A tiger is not walking around,3.6,CONTRADICTION
5238,A woman is frying meat,A woman is not frying meat,3.5,CONTRADICTION
5249,Nobody is playing with a toad,Someone is playing with a toad,3.9,CONTRADICTION
5258,The person is riding the horse,The person is not riding the horse,3.8,CONTRADICTION
5267,Someone is folding a piece of paper,Nobody is folding a piece of paper,2.8,CONTRADICTION
5269,Nobody is folding a piece of paper,A person is folding a piece of paper,2.8,CONTRADICTION
5294,A woman is not slicing a cucumber,A woman is slicing a cucumber,3.935,CONTRADICTION
5303,The man is not slicing a potato,The man is slicing a potato,3.9,CONTRADICTION
5319,A person is playing a keyboard,A person is not playing a keyboard,4.0,CONTRADICTION
5321,Someone is playing piano,Someone is not playing piano,3.0,CONTRADICTION
5346,There is no man playing a flute,A man is playing a flute,3.0,CONTRADICTION
5357,The lady is peeling the potato,There is no lady peeling the potato,2.7,CONTRADICTION
5359,A woman is peeling a potato,There is no lady peeling the potato,4.2,CONTRADICTION
5361,The lady is peeling the potato,A woman is not peeling a potato,4.2,CONTRADICTION
5384,A man is playing the guitar,There is no man playing the guitar,4.3,CONTRADICTION
5393,The man is not putting chicken into the container,The man is putting chicken into the container,3.3,CONTRADICTION
5397,A man is removing some food from a box,The man is putting chicken into the container,2.5,CONTRADICTION
5409,A baby is not playing a guitar,A baby is playing a guitar,2.7,CONTRADICTION
5411,The little boy is singing and playing the guitar,The little boy is not singing and playing the guitar,3.2,CONTRADICTION
5420,There is no woman peeling a potato,A woman is peeling a potato,4.5,CONTRADICTION
5427,There is no man reading the email,A man is reading the email,3.365,CONTRADICTION
5429,Someone is reading the email,Someone is not reading the email,4.1,CONTRADICTION
5447,A woman is frying fish,A woman is not frying fish,3.3,CONTRADICTION
5463,A guy is mowing the lawn,There is no guy mowing the lawn,3.6,CONTRADICTION
5467,A guy is mowing the lawn,There is no man mowing grass,3.8,CONTRADICTION
5474,A person is not holding a skunk,A person is holding a skunk,3.6,CONTRADICTION
5492,A woman is not cutting broccoli,A woman is cutting broccoli,2.9,CONTRADICTION
5501,There is no woman firing a rifle,A woman is firing a rifle,3.5,CONTRADICTION
5526,A woman is cutting onions,There is no woman cutting onions,3.4,CONTRADICTION
5535,A group of people are not dancing at a concert,A group of people are dancing at a concert,3.2,CONTRADICTION
5546,The man is feeding the snake with a mouse,The man is not feeding the snake with a mouse,3.3,CONTRADICTION
5568,There is no girl riding a horse,The girl is trotting on the horse,3.3,CONTRADICTION
5580,A dog is barking at a ball,There is no dog barking at a ball,3.8,CONTRADICTION
5591,A woman is eating a cupcake,A woman is not eating a cupcake,3.7,CONTRADICTION
5607,A man is playing keyboards,A man is not playing keyboards,3.85,CONTRADICTION
5627,A man is wiping the edge of a bowl,There is no man wiping the edge of a bowl,3.4,CONTRADICTION
5643,Nobody is stirring a pot of chili with a spoon,Someone is stirring a pot of chili with a spoon,3.7,CONTRADICTION
5645,Someone is not stirring chili in a kettle,Someone is stirring chili in a kettle,3.5,CONTRADICTION
5697,There is no man putting some cheese on a pizza,A man is putting some cheese on a pizza,4.0,CONTRADICTION
5701,There is no man sprinkling cheese on the pizza,A man is putting some cheese on a pizza,3.8,CONTRADICTION
5710,A man is firing a shotgun,There is no man shooting a shotgun,3.7,CONTRADICTION
5742,A baby is not playing with a doll,A baby is playing with a doll,3.85,CONTRADICTION
5744,A baby tiger is playing with a ball,There is no baby tiger playing with a ball,3.5,CONTRADICTION
5751,The man is playing a game on the grass,There is no man playing a game on the grass,3.6,CONTRADICTION
5753,The rhino is grazing on the grass,There is no rhino grazing on the grass,2.8,CONTRADICTION
5773,A man is riding an electric bicycle,There is no man riding an electric bicycle,3.5,CONTRADICTION
5777,A man is riding an electric bicycle,A man is not riding a bicycle,2.6,CONTRADICTION
5834,A man is diving off a cliff,There is no man diving off a cliff,4.0,CONTRADICTION
5845,There is no man playing the guitar,The man is playing the guitar,4.2,CONTRADICTION
5847,The man is playing the guitar,There is no man playing the guitar,3.1,CONTRADICTION
5861,The women are not singing and dancing,The women are singing and dancing,3.9,CONTRADICTION
5899,A man and a woman are driving down the street in a jeep,A man and a woman are not driving down the street in a jeep,4.4,CONTRADICTION
5906,There is no woman pouring ingredients into a bowl,A woman is pouring ingredients into a bowl,4.0,CONTRADICTION
5937,Nobody is pouring ingredients into a pot,A man is putting vegetables into a pot,3.6,CONTRADICTION
5965,A blond child is holding a yellow bottle,There is no blond child holding a yellow bottle,3.7,CONTRADICTION
5976,The man in a cowboy hat is walking through a market and is putting a hand in his pocket,The man in a cowboy hat is not walking through a market and is not putting a hand in his pocket,3.6,CONTRADICTION
6007,The girl is carrying a sign and a group of people is following her,The girl is not carrying a sign and no group of people is following her,3.7,CONTRADICTION
6035,The small child is wading through the water and is being guided by another person,The small child is not wading through the water and is not being guided by another person,4.5,CONTRADICTION
6037,A young child is splashing in the water,There is no young child splashing in the water,4.0,CONTRADICTION
6077,A person wearing jeans is sitting on top of a horse saddle,There is no person wearing jeans sitting on top of a horse saddle,3.7,CONTRADICTION
6086,The brown dogs are playfully fighting on the sandy beach,The brown dogs are not playfully fighting on the sandy beach,3.7,CONTRADICTION
6095,There is no man standing beside a large and colorful birdcage,A man is standing beside a large and colorful birdcage,4.6,CONTRADICTION
6105,There is no dog in a colored coat running across the yard,A dog in a colored coat is running across the yard,3.7,CONTRADICTION
6136,A group of racing dogs is wearing striped uniforms and is running down a track,There is no group of racing dogs wearing striped uniforms and running down a track,4.0,CONTRADICTION
6164,The boy and the girl are playing and wearing arm floats,The boy and the girl are not playing and wearing arm floats,3.6,CONTRADICTION
6171,A woman in a yellow shirt is surfing on a pink surfboard,There is no woman in a yellow shirt surfing on a pink surfboard,3.2,CONTRADICTION
6174,A surfer is falling off the wave,A surfer is riding the wave,3.8,CONTRADICTION
6186,The group of people is sitting on a rocky ledge and a scenic view is behind them,The group of people is not sitting on a rocky ledge with a scenic view behind them,3.9,CONTRADICTION
6193,Two girls are laughing and other girls are watching them,There is no girl laughing and there is no other girl watching,3.2,CONTRADICTION
6202,A bicyclist is holding a bike over his head in a group of people,A lone bicyclist is putting down a bike,3.1,CONTRADICTION
6205,A cold cyclist is celebrating,There is no cold cyclist celebrating,4.0,CONTRADICTION
6215,There is no man on a boat in front of the sunset,A man is on a boat in front of the sunset,3.2,CONTRADICTION
6224,The crowd is not watching two racing cars that are leaving the starting line,The crowd is watching two racing cars that are leaving the starting line,3.5,CONTRADICTION
6249,The cop is not sitting on a police bike,The cop is sitting on a police bike,3.5,CONTRADICTION
6266,Two women are wearing bikinis and are walking on the sand,There are no women wearing bikinis on the sandy beach,3.5,CONTRADICTION
6278,A black dog is sitting in the grass and keeping its mouth closed,A black dog is running in the grass and its tongue is hanging out,3.6,CONTRADICTION
6291,A large group of cheerleaders is walking in a parade,There is no large group of cheerleaders walking in a parade,4.4,CONTRADICTION
6307,A woman is playing with two young boys at a park,There is no woman playing with two young boys at a park,4.3,CONTRADICTION
6309,A woman is standing near three children,There is no woman standing near three children,3.7,CONTRADICTION
6316,A yellow dog is stopping on white snow on a sunny day,A yellow dog is running on white snow on a sunny day,3.5,CONTRADICTION
6336,The white dog wearing reindeer ears is near a brown dog,The white dog is not wearing reindeer ears and isn't near a brown dog,3.6,CONTRADICTION
6349,A young boy is riding a dirt bike through the mud,There is no young boy riding a dirt bike through the mud,3.7,CONTRADICTION
6370,The child is playing with toys outdoors,There is no young child wearing a white coat and playing a game,2.7,CONTRADICTION
6405,The dark skinned male is standing on one hand in front of a yellow building,The dark skinned male is not standing on one hand in front of a yellow building,4.0,CONTRADICTION
6429,The man is playing the guitar and has the guitar case open for donations,The man is putting away the guitar in the guitar case,2.9,CONTRADICTION
6447,A small boy in a yellow shirt is laughing on the beach,There is no small boy in a yellow shirt laughing on the beach,2.3,CONTRADICTION
6458,The orange rescue boat is not rushing across the water,The orange rescue boat is rushing across the water,3.2,CONTRADICTION
6471,The dog in the red vest is not running in the field,The dog in the red vest is running in the field,3.7,CONTRADICTION
6478,A person is standing in a vast field of glacial ice,There is no person standing in a vast field of glacial ice,3.1,CONTRADICTION
6480,The person is not standing on white ice,The person is standing on white ice,3.6,CONTRADICTION
6489,A woman is snowboarding down an incline and another woman is standing behind her,There is no woman snowboarding down an incline and there is no other woman standing behind her,4.3,CONTRADICTION
6496,The man is not taking a picture of himself and another guy,The man is taking a picture of himself and another guy,3.7,CONTRADICTION
6527,Women are not wearing bunny ears and race numbers and are not pointing at something in the distance,Women are wearing bunny ears and race numbers and are pointing at something in the distance,3.7,CONTRADICTION
6535,Several women are wearing pink bunny ears and are pointing to the right,Women are not wearing bunny ears and race numbers and are not pointing at something in the distance,3.4,CONTRADICTION
6540,The ice hockey goalkeeper is wearing a yellow jersey and is defending the goal,The ice hockey goalkeeper is not wearing a yellow jersey and is not defending the goal,3.3,CONTRADICTION
6565,The bicyclist is riding on a city street,The bicyclist is not riding on a city street,4.2,CONTRADICTION
6567,A woman is wearing a blue helmet and is riding a bicycle in a parking lot,There is no woman wearing a blue helmet and riding a bicycle in a parking lot,2.5,CONTRADICTION
6576,A pet dog is standing on the bank and is looking at another brown dog in the pond,There is no pet dog standing on the bank and looking at another brown dog in the pond,4.5,CONTRADICTION
6578,The tan dog is watching a brown dog that is swimming in a pond,The tan dog is not watching a brown dog that is swimming in a pond,3.7,CONTRADICTION
6603,Nobody is treading through the snow of the beautiful snowy landscape,Some people are treading through the snow of the beautiful snowy landscape,3.7,CONTRADICTION
6614,Four boys are kneeling next to each other in front of a ball,There are no boys kneeling next to each other in front of a ball,4.3,CONTRADICTION
6670,A group of students in uniforms is listening attentively at the front of the class,A group of students in uniforms is ignoring the front of the class,3.2,CONTRADICTION
6683,A boy is jumping off a platform and two other boys are standing and watching,Nobody is jumping off a platform,3.4,CONTRADICTION
6715,The black bird is not sitting in a leafless tree,The black bird is sitting in a leafless tree,3.7,CONTRADICTION
6720,A black bird is taking flight from a dead tree,The black bird is sitting in a leafless tree,3.7,CONTRADICTION
6746,There is no one sitting in lawn chairs and reading books,Two people are sitting in lawn chairs and are reading books,3.3,CONTRADICTION
6757,A large brown dog and a small grey dog are standing on a rocky surface,There is no large brown dog and small grey dog standing on a rocky surface,3.9,CONTRADICTION
6775,There is no dog jumping for a Frisbee in the snow,A dog is jumping for a Frisbee in the snow,3.6,CONTRADICTION
6802,"The player in purple, white and black is playing near the end of the field","The player in purple, white and black is not playing near the end of the field",4.3,CONTRADICTION
6813,There is no man on a bicycle riding on the beach,A man on a bicycle is riding on the beach,3.1,CONTRADICTION
6825,There is no seabird flying over some rocks,A seabird is flying over some rocks,3.7,CONTRADICTION
6833,The kids are chasing each other in the sand,The kids are not chasing each other in the sand,4.3,CONTRADICTION
6855,There is no dog running up a grassy hill,A dog is running up a grassy hill,3.6,CONTRADICTION
6880,The large brown dog is not running outside in the dirt,The large brown dog is running outside in the dirt,3.0,CONTRADICTION
6902,There is no young man with brown hair and sunglasses sitting in front of some cans of soda,The man with brown hair is wearing sunglasses and is sitting at a table with cans of soda and other drinks,2.8,CONTRADICTION
6927,There is no snowboarder doing a flip over a mound of snow,A snowboarder is doing a flip over a mound of snow,3.8,CONTRADICTION
6947,There is no little girl with blond hair smiling and sitting on a swing,A little girl with blond hair is smiling and sitting on a swing,3.7,CONTRADICTION
6969,A man is participating in a bmx race,A man is not participating in a bmx race,3.7,CONTRADICTION
6982,There is no family posing by the mantel and the Christmas tree,A family is posing by the mantel and the Christmas tree,3.7,CONTRADICTION
6998,There is no soccer player who is being tackled by an opponent,A soccer player is being tackled by his opponent,4.3,CONTRADICTION
7000,Rugby players are not tackling each other,Rugby players are tackling each other,3.9,CONTRADICTION
7009,There is no white dog standing on the leaves on the ground,A white dog is standing on the leaves on the ground,4.3,CONTRADICTION
7016,Two girls are not playing inside the jumper house,Two girls are playing inside a jumper house,4.0,CONTRADICTION
7058,A man is drinking orange juice and walking on a sunny day,There is no man drinking orange juice and walking on a sunny day,3.7,CONTRADICTION
7060,There is no man drinking orange juice and walking on a sunny day,A man is drinking orange juice and walking,3.3,CONTRADICTION
7083,The crowd is watching a football game,The crowd is not watching a football game,4.2,CONTRADICTION
7094,A group of people is standing together and looking at the camera,There is no group of people standing together and looking at the camera,3.4,CONTRADICTION
7100,An oriental man and two women are facing a camera,There is no group of people standing together and looking at the camera,3.2,CONTRADICTION
7103,A child is sitting in a red and yellow toy car,There is no child sitting in a red and yellow toy car,2.9,CONTRADICTION
7105,A small girl is riding in a toy car,A small girl is getting out of a toy car,4.2,CONTRADICTION
7125,A brown dog and a black dog are playing in the sand,There is no brown dog and black dog playing in the sand,3.8,CONTRADICTION
7127,A black dog is playing with a brown dog on the sand,There is no brown dog and black dog playing in the sand,4.0,CONTRADICTION
7143,There is no young boy covered in grass jumping near a wooden fence,A young boy covered in grass is jumping near a wooden fence,3.4,CONTRADICTION
7156,The black dog is running through the grass,The black dog is not running through the grass,3.1,CONTRADICTION
7161,The black dog is running through the grass,The black dog is walking through the tall grass,4.2,CONTRADICTION
7166,A dog is standing with its two front paws on a rock in a field,There is no dog standing with its two front paws on a rock in the field,4.6,CONTRADICTION
7224,A person with a green shirt is jumping high over the grass,A person without shirt is jumping high over the green grass,3.6,CONTRADICTION
7226,A young boy is jumping in the air with his knees bent and arms spread,There is no young boy jumping in the air with his knees bent and arms spread,3.5,CONTRADICTION
7234,A dog is missing the ball in mid air,A dog is catching a ball in mid air,3.4,CONTRADICTION
7237,A brown and white dog is jumping in the air with a tennis ball in its mouth,A brown and white dog is resting on the ground with a tennis ball in its mouth,3.4,CONTRADICTION
7267,There is no brown duck with a green head flapping its wings in the water,A brown duck with a green head is flapping its wings in the water,3.0,CONTRADICTION
7276,The brown dog is not playing outdoors,The brown dog is playing outdoors,2.7,CONTRADICTION
7287,The elderly lady is not waiting on the sidewalk,The elderly lady is waiting on the sidewalk,3.9,CONTRADICTION
7298,There is no young child running outside over the fallen leaves,A young child is running outside over the fallen leaves,2.9,CONTRADICTION
7300,There is no young child running outside over the fallen leaves,A young child is running down a gravel road that is covered with dead leaves,3.1,CONTRADICTION
7320,A man is wearing a blue checkered shirt and riding a unicycle in the street,There is no man wearing a long sleeved blue shirt and jeans and riding a unicycle down a street,3.5,CONTRADICTION
7347,Two children are playing on a statue,There are no children playing on a statue,4.1,CONTRADICTION
7358,A blonde lady is looking at a tower,There is no blonde lady looking at a tower,4.0,CONTRADICTION
7414,There is no dog chasing a ball in the grass,A dog is chasing a ball in the grass,3.1,CONTRADICTION
7427,A tan dog is jumping up and catching a tennis ball,There is no tan dog jumping up and catching a tennis ball,3.3,CONTRADICTION
7446,The little girl is not swinging and the woman is not standing behind her,The little girl is swinging and the woman is standing behind her,3.1,CONTRADICTION
7474,A man and two women in a darkened room are sitting at a table with candles,The group of people is not sitting in a dim room,3.8,CONTRADICTION
7487,A dog is chasing a ball,There is no dog chasing a ball,3.6,CONTRADICTION
7509,There are no dogs fighting for a frisbee in a lake,Two dogs are fighting for a frisbee in a lake,4.4,CONTRADICTION
7516,A girl in pink is twirling a ribbon,There is no girl in pink twirling a ribbon,4.3,CONTRADICTION
7525,There is no child playing with a water spout outdoors with the rest of his family watching,A child is playing with a water spout outdoors and the rest of his family is watching,3.1,CONTRADICTION
7539,A football player in a purple jersey is running with the ball for a touchdown,There is no football player in a purple jersey running with the ball for a touchdown,4.3,CONTRADICTION
7549,A young girl in blue is jumping in the air,There is no girl in blue jumping in the air,3.7,CONTRADICTION
7551,A young girl in a blue leotard is jumping in the air,There is no girl in blue jumping in the air,3.3,CONTRADICTION
7567,The person is flying through the air on a bicycle,The person is not flying through the air on a bicycle,4.2,CONTRADICTION
7569,There is no person on a bike jumping through the air with the sun flaring through the bike frame,A person on a bike is jumping through the air and the sun is flaring through the bike frame,4.2,CONTRADICTION
7576,The bunch of men are playing rugby on a muddy field,The bunch of men are not playing rugby on a muddy field,3.6,CONTRADICTION
7587,The bike rider is not looking at the accident of another bike rider,The bike rider is looking at an accident of another bike rider,3.5,CONTRADICTION
7603,There are no dogs playing in the snow,A brown dog and a gray dog are playing in the snow,3.9,CONTRADICTION
7609,The woman in the white sweater is not drawing a tattoo on the hand of a teenager,The woman in the white sweater is drawing a tattoo on the hand of a teenager,3.9,CONTRADICTION
7616,A woman in a purple top is walking a bicycle between two stone columns,There is no woman in a purple top walking a bicycle between two stone columns,3.5,CONTRADICTION
7636,The black dog is walking along a tree trunk bridge over water,The black dog is not walking along a tree trunk bridge over water,3.7,CONTRADICTION
7638,A dog is crossing a river on a bridge made from a fallen tree,There is no dog crossing a river on a bridge made from a fallen tree,2.8,CONTRADICTION
7641,The black dog is walking along a tree trunk bridge over water,There is no dog crossing a river on a bridge made from a fallen tree,4.1,CONTRADICTION
7647,A child in a green and white sports uniform is resting on the grass,A child in a green and white sports uniform is running over the grass,3.7,CONTRADICTION
7687,A little boy with brown hair is jumping off of a brown chair onto the floor,There is no little boy with brown hair jumping off of a brown chair onto the floor,3.9,CONTRADICTION
7689,A young boy is jumping off a chair,A young boy is jumping onto a chair,4.4,CONTRADICTION
7699,The children are not wearing black tights and are not hopping,The children are wearing black tights and hopping,3.8,CONTRADICTION
7716,A man is squirting water into the mouth of a white dog with a squirt gun,There is no man squirting water into the mouth of a white dog with a squirt gun,4.4,CONTRADICTION
7722,A man is spraying a super soaker into the mouth of a dog,There is no man squirting water into the mouth of a white dog with a squirt gun,3.1,CONTRADICTION
7769,The surfer is riding a small wave,The surfer is riding a big wave,3.9,CONTRADICTION
7778,The shirtless man in striped shorts and sunglasses is not standing near a man in a white shirt and sunglasses,The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses,3.1,CONTRADICTION
7787,There is no person wearing grey pants who is airborne on a snowboard,A person wearing grey pants is airborne on a snowboard,3.0,CONTRADICTION
7798,A tennis player with a green headband is hitting the ball,A tennis player with a green headband is missing the ball,4.4,CONTRADICTION
7807,A man is squatting in brush and taking a photograph,There is no man squatting in brush and taking a photograph,3.7,CONTRADICTION
7834,A brown dog is jumping in the air,There is no brown dog jumping in the air,3.3,CONTRADICTION
7836,There is no brown dog jumping in the air,The brown dog is jumping in the air,3.5,CONTRADICTION
7861,There is no person riding a bike along a muddy trail,A person is riding a bike along a muddy trail,3.3,CONTRADICTION
7888,Two white dogs and one brown dog are not chasing a ball,Two white dogs and one brown dog are chasing a ball,3.2,CONTRADICTION
7906,A dog is jumping at a shiny blue soccer ball in a field of dry leaves,There is no dog jumping at a shiny blue soccer ball in a field of dry leaves,3.5,CONTRADICTION
7917,A dog is not running towards a ball,A dog is running towards a ball,2.5,CONTRADICTION
7923,A dog is not running towards a ball,A dog is running through a field and is chasing a ball,2.6,CONTRADICTION
7935,An Asian woman is holding a fur scarf,There is no Asian woman holding a fur scarf,3.0,CONTRADICTION
7946,A boy in a white t-shirt is splashing in shallow water,There is no boy in a white t-shirt splashing in shallow water,3.0,CONTRADICTION
7957,There is no basketball player on the court floor and no one is grabbing the ball,Two basketball players are scrambling for the ball on the court,3.5,CONTRADICTION
7987,The man surrounded by photographers is wearing a gray suit and glasses,A man in a suit is not being surrounded by photographers,3.6,CONTRADICTION
7993,Children in swimming suits are not playing in the water,Children in swimming suits are playing in the water,4.2,CONTRADICTION
7995,The kids are wearing bathing suits and water is splashing around,The kids are not wearing suits and water is splashing around,4.4,CONTRADICTION
8002,People are dangling from straps and kicking at each other,Nobody is dangling from straps and kicking at each other,3.785,CONTRADICTION
8029,There is no tan skinned child looking at the camera,A tan skinned child is looking at the camera,3.7,CONTRADICTION
8031,A little boy with a bib is not watching the camera,A little boy with a bib is watching the camera,3.8,CONTRADICTION
8038,The young boy in the blue shirt is not jumping into the water,The young boy in the blue shirt is jumping into the water,3.9,CONTRADICTION
8112,A family is not purchasing something at a vending machine,A family is purchasing something at the vending machine,3.8,CONTRADICTION
8155,The young man is not rock climbing,The young man is rock climbing,4.2,CONTRADICTION
8157,A man in a purple hat isn't climbing a rocky wall with bare hands,A man in a purple hat is climbing a rocky wall with bare hands,3.6,CONTRADICTION
8184,A yellow dog is drinking water from the faucet,A yellow dog is not drinking water from the faucet,3.6,CONTRADICTION
8189,A yellow dog is drinking water from the faucet,The yellow dog is drinking water from a bottle,3.8,CONTRADICTION
8211,There is no girl with black and orange patches on the cheeks,A girl has black and orange patches on the cheeks,3.8,CONTRADICTION
