pair_ID,sentence_A,sentence_B,relatedness_score,entailment_judgment
2148,The adult is slicing potatoes,A woman is peeling a potato,3.4,NEUTRAL
2150,A adult is taking pictures of a lake,A man is tearing up the pictures of a lake,3.4,NEUTRAL
2163,A adult is unstitching with a machine,A woman is sewing with a machine,3.6,NEUTRAL
2180,The adult is cracking two eggs into a glass bowl,A woman is placing a bowl with a crack near an egg,3.0,NEUTRAL
2183,A few adults are watching cricket,A few men are playing cricket,3.6,NEUTRAL
2192,A adult is putting garlic on some bread slices,A man is removing the garlic from some slices of bread,3.165,NEUTRAL
2196,A adult is putting garlic on some bread slices,A person is sprinkling seasoning on several sliced and buttered loaves of bread,3.5,NEUTRAL
2199,A adult is sprinkling seasoning on several sliced and buttered loaves of bread,A man is removing the garlic from some slices of bread,2.9,NEUTRAL
2203,Two juveniles are playing in a swimming pool with a green colored crocodile float,Two kids are taking out a green colored crocodile float from a swimming pool,4.1,NEUTRAL
2207,Two juveniles are pushing an inflatable crocodile in a pool,Two kids are pushing past a crocodile in an inflatable pool,3.2,NEUTRAL
2208,Two juveniles are playing in a swimming pool with a green colored crocodile float,An inflatable crocodile is being pushed by two kids in a pool,4.1,NEUTRAL
2210,Two juveniles are playing in a swimming pool with a green colored crocodile float,Two kids are pushing past a crocodile in an inflatable pool,4.0,NEUTRAL
2212,Two juveniles are pushing an inflatable crocodile in a pool,Two kids are taking out a green colored crocodile float from a swimming pool,4.2,NEUTRAL
2213,Two crocodilian reptiles are floating in a green colored swimming pool near some playing kids,Two kids are pushing an inflatable crocodile in a pool,3.9,NEUTRAL
2217,organism is falling off a horse,A horse is falling on someone,2.9,NEUTRAL
2232,A adult is tapping her fingers on a table,A woman is tapping her fingers nervously,4.4,NEUTRAL
2236,A canine is pushing a toddler into a rain puddle,A dog is pulling a toddler out of a rain puddle,3.5,NEUTRAL
2239,A male is knocking a dog with a bottle of water,The dog is knocking a boy into the water,2.85,NEUTRAL
2240,A canine is pushing a toddler into a rain puddle,A boy is being knocked into the water by the dog,4.0,NEUTRAL
2242,A canine is pushing a toddler into a rain puddle,A boy is knocking a dog with a bottle of water,2.1,NEUTRAL
2259,The organism is playing the flute,A man is playing the guitar,2.6,NEUTRAL
2260,A adult is playing the guitar,The man in not playing the flute,3.065,NEUTRAL
2261,A adult is strumming the guitar,The man is playing the flute,2.5,NEUTRAL
2263,The adult is playing the flute,A man is playing the guitar,2.9,NEUTRAL
2274,A canine is biting a can,A dog is dropping a can,3.3,NEUTRAL
2275,A canine is opening a can of food,A dog is opening a jar of food,4.3,NEUTRAL
2277,A canine is biting a can,A dog is opening a jar of food,3.4,NEUTRAL
2304,A adult is wakeboarding on a lake,The woman is waterskiing fearlessly,3.4,NEUTRAL
2307,The adult is waterskiing,A woman is watching the lake,3.5,NEUTRAL
2308,The adult is waterskiing,A woman is wakeboarding on a lake,3.6,NEUTRAL
2311,organism is nailing a camera lens with loud bangs,Someone is banging a camera lens against a nail,4.1,NEUTRAL
2314,The adult is hammering a nail with a camera,The camera man is nailing a hammer to the wall,3.1,NEUTRAL
2315,organism is banging a camera lens against a nail,A camera is being hammered onto the nail by the man,3.535,NEUTRAL
2317,The camera adult is nailing a hammer to the wall,Someone is banging a camera lens against a nail,2.3,NEUTRAL
2319,There is no one banging a camera lens against a nail,The man is hammering a nail with a camera,4.2,NEUTRAL
2327,A organism is eating a cut onion,A person is cutting an onion,3.6,NEUTRAL
2330,A organism is cutting an onion,A person is eating a cut onion,3.4,NEUTRAL
2332,A organism is wrapping up an onion,A person is cutting an onion,3.5,NEUTRAL
2333,A organism near an onion has a cut,A person is cutting an onion,3.2,NEUTRAL
2339,A thin woman is piecing together oriental carrot cuts,The oriental lady is cutting a carrot into thin pieces,3.1,NEUTRAL
2341,The oriental woman is not cutting a carrot into thin pieces,A woman is slicing a carrot,2.7,NEUTRAL
2348,A adult is pouring a plate of shredded cheese into a pot of sauce,A man is pouring a pot of cheese sauce into a shredded plate,3.0,NEUTRAL
2351,A adult is pouring a plate of shredded cheese into a pot of sauce,The woman is adding cheese to the sauce,2.6,NEUTRAL
2352,A adult is pouring a plate of shredded cheese into a pot of sauce,The woman is removing cheese from the sauce,2.6,NEUTRAL
2358,A organism is burning some cameras with a blow torch,A person is repairing some cameras with a blow torch,3.6,NEUTRAL
2359,A organism by some cameras is blowing on a burning torch,A person is burning some cameras with a blow torch,3.3,NEUTRAL
2365,The organism is setting fire to the cameras,A person is repairing some cameras with a blow torch,3.1,NEUTRAL
2381,A carrot is being sliced into pieces by a person,A person is cutting an onion into pieces,3.2,NEUTRAL
2383,A organism is slicing a carrot into pieces,A person is dicing an onion,2.9,NEUTRAL
2386,The adult is slicing a potato,The person is carefully slicing a potato,4.2,NEUTRAL
2388,The adult is cooking slices of potato,The man is slicing a potato,3.7,NEUTRAL
2400,The adult is holding a whole tomato,The lady is slicing a tomato,3.7,NEUTRAL
2407,A adult is cleaning a dish,A man is preparing some dish,3.2,NEUTRAL
2413,A adult is cleaning a dish,The woman is slicing an onion with a knife,1.4,NEUTRAL
2414,The adult is slicing an onion with a knife,A man is preparing some dish,2.2,NEUTRAL
2422,Some criminals are competing in a race,The runners are racing around a track,3.835,NEUTRAL
2426,A adult is racing,A man is running,4.1,NEUTRAL
2431,A adult is running,There is no man running down the road,3.6,NEUTRAL
2436,A adult is idling,A man is playing the keyboard with his nose,1.8,NEUTRAL
2450,A baby odd-toed ungulate is walking around a pen with its mother,A baby rhino and its mother are standing in a pen,3.6,NEUTRAL
2456,A baby odd-toed ungulate is shunning an adult rhino,A baby rhino is walking around a pen with its mother,3.215,NEUTRAL
2457,A baby odd-toed ungulate is walking around a pen with its mother,A baby and an adult are being followed by a rhino,2.8,NEUTRAL
2466,A adult is riding a motorcycle through the town,A man is getting off the motorcycle,2.865,NEUTRAL
2491,A adult is dancing,A man is silent,2.3,NEUTRAL
2494,A adult is dancing,A man is speaking,1.7,NEUTRAL
2496,A adult is untying a rope,A man is climbing a rope,3.15,NEUTRAL
2497,A man is being roped before a climb,A man is climbing a rope,3.1,NEUTRAL
2500,One procyonid is climbing,A man is climbing a rope,1.6,NEUTRAL
2505,A procyonid is climbing,A man is climbing a rope,1.6,NEUTRAL
2508,A woman is being caged for the dance,A woman is dancing in a cage,3.9,NEUTRAL
2514,There is no adult dancing in a cage,The woman is dancing,3.4,NEUTRAL
2515,A woman is being caged for the dance,The woman is dancing,3.3,NEUTRAL
2521,organisms are riding and paddling a raft,People are paddling near a raft that is being ridden,4.0,NEUTRAL
2553,A little woman is playing the piano,There is no little girl playing a grand piano on stage,3.6,NEUTRAL
2569,The adult is dancing,Three women are standing still,1.7,NEUTRAL
2572,The adult is dancing,Three women are dancing,2.8,NEUTRAL
2583,A organism is cutting mushrooms with a knife,A person is putting away the mushrooms,3.3,NEUTRAL
2589,A organism is cutting some mushrooms,A person is putting away the mushrooms,3.5,NEUTRAL
2594,A person is walking around aimlessly,A tiger is sitting,3.4,NEUTRAL
2596,A person is walking around with no aim,A tiger is walking around a cage,3.8,NEUTRAL
2597,A person is sitting,A tiger is walking around a cage,2.9,NEUTRAL
2599,A person is walking around aimlessly,A tiger is pacing around a cage,4.4,NEUTRAL
2601,A person is walking around aimlessly,A tiger is walking around a cage,3.9,NEUTRAL
2619,The adult is dicing onions,A woman is swiftly cutting an onion,4.5,NEUTRAL
2623,A adult is wearing a hard hat and dancing,A man is naked and standing still,1.9,NEUTRAL
2630,A adult is naked and standing still,A man with a hard hat is dancing,1.6,NEUTRAL
2634,Two males are studying,Two boys are playing a video game,2.6,NEUTRAL
2636,Two males on a couch are reading a book,Two boys on a couch are playing video games,3.0,NEUTRAL
2637,Video activities of two playing boys are on a couch,Two boys on a couch are playing video games,3.9,NEUTRAL
2640,Video activities of two playing boys are on a couch,Two boys are playing a video game,2.9,NEUTRAL
2650,The adult is slicing vegetables,A woman is cutting a potato,3.0,NEUTRAL
2651,The adult is slicing vegetables,There is no woman slicing a potato,2.5,NEUTRAL
2657,The woman is eating slices of meat,The lady is slicing up the meat,3.4,NEUTRAL
2660,The woman is cracking an egg for the mixer,The lady is eating slices of meat,1.7,NEUTRAL
2670,Some musteline mammals are climbing down from a shelf,Several ferrets are climbing out of the cage,3.7,NEUTRAL
2672,musteline mammals are climbing down from a shelf,Several ferrets are climbing out of the cage,3.5,NEUTRAL
2680,A adult is getting a garage for the car,A man is getting into a car,2.7,NEUTRAL
2682,A adult is getting into a car in a garage,A man is getting off the car,3.0,NEUTRAL
2688,A organism is cutting a capsicum into pieces,One person is slicing a clove of garlic into pieces,3.5,NEUTRAL
2691,commoner is cutting a capsicum into pieces,The person is slicing a clove of garlic into pieces,3.1,NEUTRAL
2692,The organism is slicing a clove of garlic into pieces,A person is cutting a capsicum into pieces,3.1,NEUTRAL
2705,A adult is drying noodles,A woman is boiling noodles in water,3.3,NEUTRAL
2707,A adult is drying noodles,A person is boiling noodles,3.4,NEUTRAL
2716,The man is clumsily kick boxing with a trainer,A karate practitioner is kicking at another man who is wearing protective boxing gloves,2.8,NEUTRAL
2718,The adult is kicking a boxing trainer,A karate practitioner is kicking at another man who is wearing protective boxing gloves,4.2,NEUTRAL
2728,A seated adult is singing a song and playing the guitar,A woman on a rock is standing and looking around,1.7,NEUTRAL
2730,A adult on a rock is lying on a blanket and reading a book,"A woman, who is seated, is singing a song and playing the guitar",1.8,NEUTRAL
2731,A adult on a rock is lying on a blanket and reading a book,There is no seated woman singing a song and playing the guitar,2.1,NEUTRAL
2734,A adult is packing away an acoustic guitar,A man is playing an acoustic guitar,3.6,NEUTRAL
2739,The adult is playing an electric guitar,A man is playing a guitar that is acoustic,3.5,NEUTRAL
2741,The adult is playing an electric guitar,A man is playing an acoustic guitar,3.6,NEUTRAL
2752,A soccer contestant is scoring a goal,A soccer player is missing a goal,4.1,NEUTRAL
2755,Some organisms United Nations agency play soccer are kicking a soccer ball into the goal,A soccer player is scoring a goal,4.1,NEUTRAL
2758,Soccer contestants are kicking a soccer ball into the goal,A soccer player is missing a goal,3.1,NEUTRAL
2764,A adult and a woman are eating,A man and a woman are having a conversation,2.8,NEUTRAL
2765,A adult and a woman are silent,A man and a woman are eating,3.3,NEUTRAL
2768,A adult and a woman are eating,A man and woman are talking,3.4,NEUTRAL
2775,A organism is cleaning a pot of cooking oil,A person is pouring olive oil into a pot on the stove,3.1,NEUTRAL
2777,There is no person pouring olive oil into a pot on the stove,A person is pouring cooking oil into a pot,3.8,NEUTRAL
2778,A organism is pouring cooking oil into a pot,A person is pouring olive oil into the stove from a pot,3.9,NEUTRAL
2787,The adult is walking the dog,A woman is restraining the dog,3.6,NEUTRAL
2799,A adult is slicing a carrot with a knife,A man is putting away a carrot,2.8,NEUTRAL
2802,An onion is being sliced by the woman,A man is slicing a carrot with a knife,3.2,NEUTRAL
2803,A adult is slicing a carrot with a knife,The woman is not slicing an onion,2.7,NEUTRAL
2818,A adult is preparing a skillet for the eggs,A woman is preparing an egg in a skillet,3.7,NEUTRAL
2821,A adult is carefully pouring a mixture into a bowl and mixing it,A woman is preparing an egg in a skillet,2.4,NEUTRAL
2839,A little woman is playing a grand piano on stage,A little girl is walking off the stage,3.0,NEUTRAL
2857,Two felines are lying together,Two cats are fighting each other,3.0,NEUTRAL
2860,Some felines are playing with each other,Two cats are fighting each other,2.9,NEUTRAL
2861,The felines are not playing with each other,Two cats are fighting each other,3.6,NEUTRAL
2862,Two felines are fighting each other,The cats are playing with each other,3.435,NEUTRAL
2867,Two organisms are riding a bike,Two people are driving a motorcycle,3.7,NEUTRAL
2870,Two organisms are riding a motorcycle,Nobody is riding a bike,2.5,NEUTRAL
2891,The adult is lifting barbells,The man is lowering barbells,4.0,NEUTRAL
2900,A adult is chopping down a tree with an axe,A person is planting a tree,2.8,NEUTRAL
2915,There is no girl applying makeup to her face,A woman is putting on makeup,4.0,NEUTRAL
2916,A woman is applying makeup to her face,A woman is putting on makeup,3.5,NEUTRAL
2918,A animal group of deer is crossing the street,A herd of deer is stopping at the street,3.0,NEUTRAL
2924,The animal group of caribous is crossing a road,A herd of deer is stopping at the street,2.8,NEUTRAL
2930,The adult is dicing a carrot,A woman is slicing an onion,2.5,NEUTRAL
2933,The adult is cutting a carrot,There is no woman slicing an onion,2.9,NEUTRAL
2939,Two adults are fighting in a cow pasture,Two cows are fighting in a pasture by a man,3.2,NEUTRAL
2941,Two adults are fighting in a cattle pen,Nobody is fighting in a cow pasture,3.3,NEUTRAL
2943,Two adults are fighting in a cow pasture,Two men are fighting in a pen for cattle,3.8,NEUTRAL
2945,Two adults are fighting in a cow pasture,Two men are fighting in a cattle pen,4.0,NEUTRAL
2951,There is no woman penciling on eyeshadow,A woman is putting cosmetics on her eyelid,3.2,NEUTRAL
2960,A adult is eating a banana,The man is not eating a banana by a tree,4.0,NEUTRAL
2966,A big solanaceous vegetable is knocking a green ball,A big green ball is knocking a potato,3.5,NEUTRAL
2970,A big green game equipment is knocking a potato,A large green ball is missing a potato,3.5,NEUTRAL
2976,Different units are playing football on a field,Different teams are resting on a field,3.4,NEUTRAL
2981,Different units are playing football on a field,There is no team playing soccer,3.4,NEUTRAL
2983,Two units are playing soccer,Different teams are resting on a field,2.8,NEUTRAL
2984,Two units are playing soccer,Different football players are teaming on a field,2.8,NEUTRAL
2989,A male is standing in a room by a lamp light,A boy is sitting in a room and playing a piano by lamp light,3.7,NEUTRAL
2992,A male is practicing the keyboard,A boy is sitting in a room and playing a piano by lamp light,3.5,NEUTRAL
3010,The adult on stage isn't singing into the microphone,A man in a suit is standing at a microphone and singing,3.3,NEUTRAL
3016,Some teenage women are dancing for the camera,Some teenage girls are standing still in front of the camera,3.5,NEUTRAL
3018,Three teenage women are dancing in the room,Three teenage girls are idling in the room,3.5,NEUTRAL
3019,Three young women are dancing in the room,Some teenage girls are dancing for the camera,3.7,NEUTRAL
3022,Three teenage women are dancing in the room,Some teenage girls are standing still in front of the camera,2.1,NEUTRAL
3031,Some juveniles are jumping off a trampoline,Two boy are playing on a trampoline,4.1,NEUTRAL
3043,A adult is jumping a wall,A man is standing in front of a wall,3.1,NEUTRAL
3046,A adult is jumping a wall,A man is jumping onto a wall which is low,3.7,NEUTRAL
3049,A adult is jumping onto a low wall,A man is standing in front of a wall,3.0,NEUTRAL
3050,A adult is jumping onto a low wall,A man is jumping a wall,4.4,NEUTRAL
3081,A adult is chopping broccoli,A woman is storing broccoli,3.9,NEUTRAL
3085,A adult is chopping broccoli,The woman is not chopping garlic,3.1,NEUTRAL
3094,Some adults are dancing,The men are not dancing,3.0,NEUTRAL
3097,Three adults are dancing,Some women are dancing,3.5,NEUTRAL
3100,A adult is flooring a sitting guitar player,A man is sitting on the floor and is playing a guitar,3.4,NEUTRAL
3102,The adult is pacing around a room,A man is sitting on the floor in a room and strumming a guitar,2.5,NEUTRAL
3130,A child is sneezing and scaring another baby,A baby is cheering another baby,3.3,NEUTRAL
3132,A child is crawling happily,A baby is cheering another baby,2.7,NEUTRAL
3134,A child is sitting,A baby is sneezing and scaring another baby,2.8,NEUTRAL
3150,A adult is performing tricks with a soccer ball,A man is running away from the soccer ball,3.1,NEUTRAL
3153,A adult is performing tricks with a soccer ball,A man is powerfully kicking a soccer ball,3.9,NEUTRAL
3161,A adult is cutting the tape on the box,A man is cutting a box,3.9,NEUTRAL
3162,The adult is not cutting the tape on the box,A man is cutting a box,3.1,NEUTRAL
3164,A box is being cut by a man,The man is cutting the tape on the box,3.4,NEUTRAL
3165,The adult is cutting the tape on the box,There is no man cutting a box,3.7,NEUTRAL
3166,A adult is cutting a box,The man is cutting the tape on the box,3.7,NEUTRAL
3188,A adult is putting away a carrot,A woman is slicing a carrot,3.9,NEUTRAL
3192,A adult is slicing a carrot,There is no man slicing a tomato,2.1,NEUTRAL
3213,A young mammal is getting bored,A kitten is playing with a blue rope toy,2.6,NEUTRAL
3224,A man is being stopped on a rope bridge,A man is walking slowly across a rope bridge,3.8,NEUTRAL
3227,A adult is walking slowly across a rope bridge,A boy is fearfully walking across a bridge,3.4,NEUTRAL
3228,There is no boy walking across a bridge,A man is walking slowly across a rope bridge,2.7,NEUTRAL
3232,A male is running away from the fishing line,A young man is running away from the fishing line,4.1,NEUTRAL
3238,A male is running away from the fishing line,A boy is hanging a fishing rod and running in front of a fish ,3.6,NEUTRAL
3242,An organism is resting,An animal is running in circles,3.3,NEUTRAL
3243,A rodent is running in circles,An animal is running tiredly in circles,3.9,NEUTRAL
3252,A adult is putting two eggs into a pot of water,A woman is boiling eggs,4.2,NEUTRAL
3253,A adult is taking two eggs out of a pot of water,A woman is boiling eggs,3.9,NEUTRAL
3254,Eggs are being boiled by a woman,A woman is placing two eggs into a pot of water,4.1,NEUTRAL
3255,A adult is placing two eggs into a pot of water,A woman is drying eggs,3.5,NEUTRAL
3260,A adult is playing the guitar,A man is dropping the guitar,3.2,NEUTRAL
3262,A adult is playing the guitar,A man is dropping the guitar,3.3,NEUTRAL
3271,The soccer contestant is not kicking the ball between somebody's legs,A person is kicking a soccer ball between their feet,3.1,NEUTRAL
3274,The soccer contestant is kicking the ball between somebody's legs,A person is kicking a soccer ball between their feet,3.9,NEUTRAL
3281,A juvenile is running in and out of the ocean waves,The young boy is not running through the ocean waves,3.6,NEUTRAL
3294,A adult is grating carrots,A woman is coating a pork chop,2.0,NEUTRAL
3303,A adult and a woman are standing still in the woods,The man and woman are walking,3.2,NEUTRAL
3311,The south African heavier-than-air craft is not flying in a blue sky,An airplane is flying through the air,2.7,NEUTRAL
3313,The south African heavier-than-air craft is flying in a blue sky,An airplane is being stationed on the ground,2.3,NEUTRAL
3319,The adult is chopping some bread and fried pork,The woman is frying a breaded pork chop,2.9,NEUTRAL
3321,A adult is cooking a breaded pork chop,The woman is not frying a breaded pork chop,4.0,NEUTRAL
3327,The adult is slicing bread,The man is putting away the bread,3.1,NEUTRAL
3330,The adult is slicing bread,A woman is slicing herbs,2.4,NEUTRAL
3332,Bread is being sliced by the man,The woman is slicing herbs,1.8,NEUTRAL
3336,A adult is standing on a roof,A man is dancing on a roof ,3.8,NEUTRAL
3339,A top violin contestant is standing on the roof over a man,A man is standing on a roof top and playing a violin,3.6,NEUTRAL
3340,A adult is standing on the top of a roof and playing a violin,A man is dancing on a roof ,3.2,NEUTRAL
3342,A adult is dancing on a roof ,A top violin player is standing on the roof over a man,2.7,NEUTRAL
3345,A adult is dancing on a roof ,A man is standing on a roof top and playing a violin,3.0,NEUTRAL
3346,organism is writing,Someone is typing,3.7,NEUTRAL
3349,organism is putting away a keyboard,Someone is typing on a keyboard,3.315,NEUTRAL
3351,organism is typing,Someone is putting away a keyboard,2.9,NEUTRAL
3358,A adult is peeling a potato,A woman is putting away a potato,3.3,NEUTRAL
3369,organism is dirtying an animal,A woman is cleaning a shrimp,2.0,NEUTRAL
3371,There is no woman cleaning a shrimp,Someone is cleaning an animal,2.6,NEUTRAL
3375,A adult is riding a water scooter,A woman is riding a scooter towards the water,3.815,NEUTRAL
3378,The male is speedily riding a tricycle,A woman is riding a water scooter,1.4,NEUTRAL
3382,The male is riding a tricycle,A woman is riding a scooter towards the water,1.6,NEUTRAL
3397,organism is beating an egg,The lady is stirring eggs in a bowl,3.9,NEUTRAL
3407,A organism is unfolding a tortilla,A man is folding a tortilla,3.6,NEUTRAL
3412,A adult is freeing a fish,A man is catching a fish,4.0,NEUTRAL
3413,A big aquatic vertebrates is catching a man,A man is catching a fish,2.6,NEUTRAL
3416,A adult is carefully deboning a fish,A man is catching a fish,1.4,NEUTRAL
3418,The adult is catching a fish,A woman is deboning a fish,2.1,NEUTRAL
3424,A adult is playing a harp,A man is harping on about a play,2.2,NEUTRAL
3426,A adult is packing a violin,A man is playing a violin,3.6,NEUTRAL
3427,A adult is playing a harp,A violin is being played by a man,2.7,NEUTRAL
3428,A adult is packing a violin,A man is playing a harp,2.8,NEUTRAL
3429,The adult is playing a harp,A man is playing a violin,3.1,NEUTRAL
3432,A adult is playing a violin,A man is playing a harp,3.8,NEUTRAL
3436,A organism is wiping butter on a tray,A person is removing the butter from a tray,3.6,NEUTRAL
3438,A organism is removing the butter from a tray,A person is buttering a tray,3.9,NEUTRAL
3443,A adult is receiving volleyballs,A woman is serving volleyballs over a net,4.1,NEUTRAL
3448,One adult is handing volleyballs to another woman,A woman is throwing volleyballs over a net,4.0,NEUTRAL
3465,A adult is putting away a guitar,A man is playing a guitar,3.6,NEUTRAL
3479,A adult is thinking,A man is dancing,2.6,NEUTRAL
3487,A white feline perched on a small wooden cabinet is looking outside the window,The cat perched on the table isn't looking out the window,3.0,NEUTRAL
3491,The feline perched on the table is looking out the window,Someone on a perch is looking at a small wooden cat that is on a white cabinet outside the window ,2.9,NEUTRAL
3492,A white feline perched on a small wooden cabinet is looking outside the window,The cat perched on the table is looking out the window,4.0,NEUTRAL
3496,A canine is walking away from a baby,A dog is licking a baby,3.1,NEUTRAL
3500,A canine is licking a baby,A baby is licking a dog,3.0,NEUTRAL
3511,A adult is putting away the garlic,The woman is dicing garlic,3.6,NEUTRAL
3517,The adult is wildly dancing,A woman is dancing,3.0,NEUTRAL
3528,The organism is not writing with a pencil,A person is writing,3.4,NEUTRAL
3529,The verbal creation is about a person penciling,A person is writing,2.9,NEUTRAL
3534,organism is taking the okra out of a pot,Someone is boiling okra in a pot,3.8,NEUTRAL
3538,organism is boiling okra in a pot,Okra is being cooked in a pan,4.1,NEUTRAL
3539,commoner is cooking okra in a pan,Someone is boiling okra in a pot,2.6,NEUTRAL
3541,organism is taking the okra out of a pot,Someone is cooking okra in a pan,4.1,NEUTRAL
3542,Someone is being boiled with okra in a pot,Someone is cooking okra in a pan,3.0,NEUTRAL
3543,organism is boiling okra in a pot,Someone is cooking okra in a pan,4.0,NEUTRAL
3548,A adult is talking,A man is dancing,2.7,NEUTRAL
3549,There is no man speaking,A man is dancing,2.1,NEUTRAL
3552,A adult is dancing,A man is speaking,1.9,NEUTRAL
3566,Paper is being cut with scissors,Paper and scissors both cut,3.085,NEUTRAL
3572,The piece of paper is being cut,There is no paper being cut with scissors,4.2,NEUTRAL
3576,A adult is putting down the flute,A man is playing a flute,3.9,NEUTRAL
3579,The adult is skillfully playing the guitar,A man is playing a flute,3.2,NEUTRAL
3582,A adult is putting down the flute,The man is playing a guitar,2.5,NEUTRAL
3589,A adult is playing the drums,A man is disassembling the drum,3.385,NEUTRAL
3602,The adult is doing floor exercises,A man is lazing,2.3,NEUTRAL
3611,A bike is being ridden over a monkey,A man is riding a bicycle,3.4,NEUTRAL
3614,A primate is riding a bike,A man is riding a bicycle,2.6,NEUTRAL
3618,Some aquatic vertebrates are swimming,The fish are immobile,3.1,NEUTRAL
3630,A adult is putting meat in a pan,The meat is not being dropped into a pan,3.5,NEUTRAL
3633,The meat is being dropped into a pan,There is no woman putting meat in a pan,3.8,NEUTRAL
3639,A adult is holding a frog,A frog is being handled by the woman,3.5,NEUTRAL
3640,The adult is not handling a frog,A man is holding a frog,3.6,NEUTRAL
3643,A adult is holding a frog,The woman is handling a frog,3.5,NEUTRAL
3646,Four young adults are standing still and a motor vehicle is exploding behind them,Four young men are exploding and a car is standing still behind them,2.9,NEUTRAL
3649,The males are standing in front of the burning car,The boys are standing and burning a car,3.7,NEUTRAL
3650,"The males are standing in front of the car, which is burning",Four young men are standing still and a car is exploding behind them,4.0,NEUTRAL
3651,Four young adults are standing still and a motor vehicle is exploding behind them,The boys are not standing in front of the burning car,2.9,NEUTRAL
3653,The males are standing in front of the burning car,Some young men are standing still and a car is exploding behind them,3.7,NEUTRAL
3672,A adult and a woman are walking,There is no man walking in the rain,2.7,NEUTRAL
3673,A adult and a woman are walking,It is raining on a walking man,2.5,NEUTRAL
3682,adults are running a race,Some racers are running down a track,3.9,NEUTRAL
3684,criminals are racing down a track,Men are running a race,3.9,NEUTRAL
3685,Some adults are running a race,Racers are running down a track,3.8,NEUTRAL
3686,drivers are running down a track,Some men are resting,1.3,NEUTRAL
3687,adults are running a race,Racers are running down a track,3.9,NEUTRAL
3690,The adults are packing suitcases into the trunk of a car,The men are in the suitcases that are being packed in the trunk of a car,3.9,NEUTRAL
3697,The adults are in the suitcases that are being packed in the trunk of a car,The men are putting suitcases into the trunk of a car,2.7,NEUTRAL
3727,The organism is slicing onions,A person is peeling an onion,4.0,NEUTRAL
3728,Several athletes are dashing into the water,Several swimmers are jumping into the water,4.1,NEUTRAL
3736,Some drivers are swimming in a lake,Several swimmers are jumping into the water,3.4,NEUTRAL
3737,Several athletes are dashing into the water,Swimmers are racing in a lake,3.5,NEUTRAL
3739,athletes are racing in a lake,Several jumpers are swimming in the water,3.165,NEUTRAL
3740,Several athletes are jumping into the water,Swimmers are racing in a lake,3.5,NEUTRAL
3746,There is no woman playing a guitar,A man is playing a guitar,3.4,NEUTRAL
3748,A adult is putting down the guitar,A woman is playing a guitar,2.7,NEUTRAL
3753,A male is shredding a calendar,A boy is studying a calendar,3.3,NEUTRAL
3755,A male is looking at a calendar,A boy is shredding a calendar,3.2,NEUTRAL
3762,A organism is throwing a cat at the ceiling,A person is taking a cat down from the ceiling,2.7,NEUTRAL
3779,A adult is playing the keyboard and a adult is dancing,A woman is dancing and a man is playing the keyboard,3.6,NEUTRAL
3781,A adult is walking off a stage,A woman is dancing on a stage,3.6,NEUTRAL
3783,A adult is gracefully dancing on a stage,A woman is dancing and a man is playing the keyboard,3.7,NEUTRAL
3784,A adult is dancing and a adult is playing the keyboard,A woman is walking off a stage,1.9,NEUTRAL
3785,A adult is staging a dance,A woman is dancing and a man is playing the keyboard,3.1,NEUTRAL
3788,A adult is playing the keyboard and a adult is dancing,A woman is dancing on a stage,3.0,NEUTRAL
3789,A adult is dancing and a adult is playing the keyboard,A woman is dancing on a stage,3.4,NEUTRAL
3797,A organism is scrubbing a zucchini,A woman is eating zucchini and vegetables and scrubbing with a brush,3.9,NEUTRAL
3799,A organism is packing a zucchini,A woman is scrubbing a zucchini with a vegetable brush,2.7,NEUTRAL
3803,A harp is being played with a hat by a man,A man in a hat is playing a harp,3.8,NEUTRAL
3805,A adult is throwing away a guitar,A man is playing a guitar,3.0,NEUTRAL
3807,A adult is throwing away a guitar,A man in a hat is playing a harp,2.3,NEUTRAL
3809,There is no man in a hat playing a harp,A man is playing a guitar,2.9,NEUTRAL
3814,A adult is peppering green slices,A woman is slicing a green pepper,3.0,NEUTRAL
3820,The adult with a knife is slicing a pepper,There is no woman slicing a green pepper,3.2,NEUTRAL
3821,A adult is peppering green slices,The woman with a knife is slicing a pepper,3.0,NEUTRAL
3826,The adult is putting away a flute,A woman is playing a flute,3.5,NEUTRAL
3828,The adult is putting away a flute,A woman is playing flute,3.7,NEUTRAL
3838,The adult is not riding a horse by a creek,A man is riding a horse,3.8,NEUTRAL
3844,A feline is playing a piano,A cat is sitting on a piano,3.6,NEUTRAL
3845,A feline is playing a piano,A cat song is being played on a piano,3.3,NEUTRAL
3852,A feline is playing keyboards,A cat song is being played on a piano,2.9,NEUTRAL
3860,A adult is walking down a road,The man is not walking along a path through the wilderness,3.7,NEUTRAL
3864,A adult is walking down a road,The man is walking along a path through the wilderness,3.3,NEUTRAL
3866,A adult is going into the water,A man is coming out of the water,3.1,NEUTRAL
3868,The adult is dipping into a swamp,A man is rising from a swamp,3.8,NEUTRAL
3869,A adult is escaping a rising swamp,A man is rising from a swamp,3.4,NEUTRAL
3871,The adult is dipping into a swamp,A man is coming out of the water,3.2,NEUTRAL
3872,A adult is escaping a rising swamp,A man is coming out of the water,3.2,NEUTRAL
3873,A adult is rising from a swamp,A person is coming out of the water,3.6,NEUTRAL
3874,A adult is going into the water,A man is rising from a swamp,2.9,NEUTRAL
3882,A adult is dangerously dancing on the ceiling of a room,A man is dancing upside-down on the ceiling,4.0,NEUTRAL
